title_ja,title_en,tags,cover_image_path,description
,Obake Yori Kowai Mono,Psychological|Ghosts|Romance|Boys' Love|Supernatural,data/images\7566c817-d107-4fbc-9d98-9668825c4b9e.jpg,Shuuhei  a reporter for a trashy tabloid magazine  becomes obsessed with Nao-kun  a mysterious amateur ghost-hunting streamer who secretly works as a camboy on the side - and after he attempts to meet Nao in real life  things take a turn for the bizarre when he tries to understand more about the lonely  slutty boy.
,Ao Ashi,Award Winning|Sports|Drama|School Life|Slice of Life,data/images\b73371d4-02dd-4db0-b448-d9afa3d698f1.jpg,Aoi Ashito is a third year middle school student from Ehime. Behind his raw game hides his immense talent  but Ashito suffers a huge setback because of his overly straightforward personality. One day the youth team manager of J1 club Tokyo City Esperion  Fukuda Tetsuya  appears in front of him. Fukuda sees his limitless potential and invites him to take part in his team's tryouts in Tokyo. ___ - **Won the 65th Shogakukan Manga Award for General Manga in 2019.**
,Conquer My Heart,Long Strip|Romance|Sexual Violence|Fantasy|Adaptation|Full Color,data/images\4d7be19c-8258-436c-a091-46856b6d6022.jpg,“Dawn” entered the hall with her calm movements and stood in the middle. Her face showed no emotions  like a doll  but she was captivating and elegant  strikingly like an ice queen. Exer smiled lightly  spread her legs  and said  ‘As Lord  I will embrace you tonight.’ A fateful encounter for the first time. A woman falls in love at first sight. And a man fights the world for this woman. ‘If this world cannot accept her as a wife  then I will change this world.’ A love story between Dawn  the Eastern girl who endured a tough childhood while fleeing from war and became a slave  and Exer  the handsome man who was known as the strongest warrior in the kingdom.  --- Arrogant Duke Ixor Malkuth is used to getting absolutely everything he wants... until he meets the beautiful Daon  a slave who refuses to give in to his demands. As the conquerer of Daon's territory  Ixor tries to treat her like his mistress  but when she runs away  he decides to charm her into loving him. Yet with every attempt to seduce her  Ixor finds himself slowly falling for her instead. Will the prideful duke succeed in stealing Daon's affection  or will he find his own heart conquered?
Dore ga Koi ka ga Wakaranai,,Romance|Comedy|Girls' Love|Harem|Slice of Life,data/images\79ca6344-5468-4fa8-8eb7-859728b27156.jpg,"Our protagonist  Soraike Mei  confessed her unrequited love to her friend at the high school graduation ceremony... That was the plan  at least. Her confession was a failure. Because of that  she is keen to ""Definitely get a girlfriend during college!"" But for some reason  one woman after another keeps on approaching her?!"
,Yuusha Party kara Oidasareta Fuguushoku [Wanashi] Yunikku Sukiru [Yajirushi] de Saikyou ni Naru,Monsters|Action|Romance|Adventure|Crossdressing|Magic|Harem|Fantasy|Adaptation,data/images\a6ccbfd7-4f32-4566-9e56-187189984a61.jpg,"""That’s why... as of today  you're out of the party.""  Forty years have passed since dungeons began appearing across the world. Keiichiro  a member of an elite S-rank adventurer party  is suddenly expelled by his childhood friend for being ""too weak."" His job  Trapper  is seen as useless—after all  it lacks any offensive abilities. Stripped of his future as an adventurer  Keiichiro sinks into despair—until he encounters a mysterious girl who grants him a unique skill.  The skill  Arrow  shatters the limitations of a Trapper  transforming him into an unstoppable force. Determined to reclaim his place as an adventurer  Keiichiro embarks on a journey to become the strongest!"
,Futari Solo Camp,Romance|Comedy|Slice of Life|Cooking,data/images\ec30192e-87df-47da-bfda-cc9a282bc51c.jpg,"Kinokura Gen loves camping solo. He enjoys the quiet solitude away from the hustle and bustle of the city  and being able to appreciate nature all by himself. But on one camping trip  his solitude is broken by the appearance of Kusano Shizuku  a young woman who wanted to go solo camping by herself  but is ill-prepared and completely out of her league. While he tries to to get her to go home so he can camp in peace  she refuses  and stubbornly insists on accompanying him on future camping trips until she's ready to camp solo. ___ **Note**: ""Part 1"" concluded in February 2023 with 3 extra chapters due to start in April as the series is moving magazines from Kodansha Evening to Kodansha Morning.  The series resumed its publication in December 2023."
,Shouwaru Tensai Osananajimi to no Shoubu ni Makete Hatsutaiken o Zenbu Ubawareru Hanashi,Psychological|Romance|Girls' Love|School Life|Adaptation,data/images\cdf75cd8-4e87-4bde-a430-44ea174cc035.jpg,"A twisted girls' love story featuring: A devilish girl hiding behind the mask of an honor student x An ordinary girl who hates losing.  Wakaba Yoshizawa has a childhood friend named Komaki Umezono.  This girl wore the mask of an honor student with good morals who's blessed with both beauty and brains  but in reality she's an evil genius who looked down on people. For the sake of regaining the dignity she lost to Komaki  Wakaba challenges her to a match  but Komaki tells her ""Each time I win  I will take one precious thing from you."" as a condition!? Every time she loses to the girl she ""hates""  her true feelings get exposed.  (Source: Young Ace Up)"
,Make-upper,Action|Comedy|Martial Arts|Mafia|Drama|School Life|Slice of Life,data/images\4a0b6323-7286-4f6a-aa40-0bce2ccc2904.jpg,"(from ebookjapan):Miake Kousei  a man who brings out the ""beauty"" and ""love"" hidden in everyone  arrives at the grand stage! This is the rumored debut work by the genius Keisuke Itagaki!"
,Ouran High School Host Club,Romance|Comedy|Reverse Harem|Crossdressing|Drama|School Life|Slice of Life,data/images\661a792b-6729-4f54-af20-4108db55ccf4.jpg,"One day  Haruhi  a scholarship student at exclusive Ouran High School  breaks an $80 000 vase that belongs to the ""Host Club "" a mysterious campus group consisting of six super-rich (and gorgeous) guys. To pay back the damages  she is forced to work for the club  and it's there that she discovers just how wealthy the boys are and how different they are from everybody else. [Viz]"
,Boku Ni Wa Onee-Chan Ga Sannin Imasu (Jisshitsu),Incest|Shota|Web Comic|Full Color,data/images\2b3197d9-1ee9-4075-9fe1-ede1e832dd3d.jpg,
,Creepy Cat,Monsters|Demons|Ghosts|Animals|Comedy|4-Koma|Horror|Fantasy|Vampires|Web Comic|Slice of Life|Supernatural|Full Color,data/images\a80c6284-5a1f-4a53-99ea-e4e7fd3b87e5.jpg,Flora moves into a mysterious mansion and finds it inhabited by a strange creature—Creepy Cat! Thus begins her strange and sometimes dangerous life with a feline roommate. This Gothic comedy brings the chuckles…and the chills!  Source: Seven Seas Entertainment
,The Knight in the Area,Romance|Comedy|Sports|Drama|School Life,data/images\11c2560b-7777-4741-86cb-efcc34fd5778.jpg,Aizawa Kakeru is an energetic and dedicated eighth grader who serves as the manager for his school’s football team. Though he was well known for being a talented player the previous year  an accident during one of his games caused Kakeru to vow never to play competitively again. Still passionate about the sport  Kakeru dreams of one day becoming a professional football trainer so that he can work alongside his older brother Suguru  the ace of the school team who has represented Japan in international competition.      Link:   [AnimeNewsNetwork](https://www.animenewsnetwork.com/encyclopedia/anime.php?id=13559) (anime).
,Kimi no Sei Nan Dakara  Sekinin Totte yo ne.,Romance|Office Workers|Girls' Love|Drama,data/images\01a37bf6-3834-4296-a8d9-945e122646df.jpg,I'm an office lady  and a part-time rental girlfriend. I'm good at getting along with people and can do anything. I'm not particularly interested in romance right now  but I imagine I'll get married and have kids someday...  Then I met Sui-chan  my first rental girlfriend client. At first  I was hesitant because we're the same sex and she's younger than me... but then I thought  wow  I'm good with women too!?
,Seikishi ni Natta kedo Danchou no Oppai ga Sugosugite Kokoro ga Kiyomerarenai,Action|Demons|Romance|Comedy|Sexual Violence|Harem|School Life|Fantasy|Adaptation,data/images\aefc4046-1e43-421f-a477-35de90be8a98.jpg,"The aspiring sword master  Ruga  was chosen to join the Order of the Holy Knights due to his sincerity and swordsmanship prowess. He is assigned to the Sixth Order  rumored to be a ""living hell "" and prepares himself for tough times. However  he ends up meeting the big-breasted Commander  Leon Myrie  who says ""Welcome  Ruga. You are the only male knight of the Sixth Order."" Looking at his right  he saw big breasts  at his left  beautiful women! Will Ruga's reason last in the face of this inescapable Order?!"
,Love and Lifespan,Oneshot|Girls' Love|Drama|Web Comic|Slice of Life|Supernatural,data/images\04671232-7423-4171-be71-9ad911160532.jpg,
,Wallaby,Comedy|Supernatural,data/images\caf4c525-adc4-4dc2-9831-6ad841394d41.jpg,Kokoro Kosaka is shocked when her recently deceased classmate comes back to life in the form of a stuffed wallaby toy! How will she handle this new companion and what are his reasons for returning from the dead?
,Girls × Vampire,Romance|Comedy|Girls' Love|Doujinshi|School Life|Vampires|Web Comic|Slice of Life|Adaptation,data/images\f349008f-0896-4ec8-bc37-56733525dfc7.jpg,**Alt Official Raw:** [note](https://note.com/girls_vampire)
,Tales of Demons and Gods,Time Travel|Action|Romance|Martial Arts|Adventure|Harem|Wuxia|Web Comic|Full Color,data/images\812f9696-048f-496d-9ed4-84c99345d1fb.jpg,"Nie Li became the strongest Demon Spiritualist and stood at the pinnacle of the martial world. However  he lost his life during the battle with the Sage-Emperor and six deity-ranked beasts.      His soul was then brought back to when he was still 13 years old. At this point in his life  Nie Li was considered to be the most pathetic of his peers. However  with the vast knowledge he accumulated from his previous life (his future)  he began becoming stronger faster than anyone could expect. He also decided to help those who died nobly in his previous life become stronger as well.      Aiming to avert the future destruction of his home by demon beasts  and to avoid his previous fate of ending up destroyed  Nie Li fights to protect his lover  friends  family and fellow citizens who died in the beast assault or its aftermath. He also aims to destroy the so-called ""sacred family "" who will abandon their duty and betray the city."
,My Favorite Savior Girl,Reincarnation|Time Travel|Long Strip|Romance|Drama|Music|Full Color,data/images\dc132107-12de-4dd1-b896-09b18b9ed81f.jpg,"[Translated by Mystic Willow Scans] As Lee Yeo-ju hums a song that comforted her during her long hospital stay  she is approached by an idol star named Park Jae-ha  whom she has only seen in videos. ""I'll help you. You need money for the surgery  right?"" Jae-ha becomes Yeo-ju's savior and favorite. However  five years later  he ends his life by making an extreme choice... Yeo-ju  in shock  cries out to a shooting star to save him. Did her wish come true? She goes back seven years and possesses the body of Jang Bo-ran  a top idol at the time and a judge on the audition program ""I Am the Strongest Idol""... Among the audition participants is trainee Park Jae-ha!""Just like you saved me  I will save you this time."""
,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,Oneshot|Romance|Comedy|School Life|Slice of Life|Adaptation,data/images\c9146d61-80d0-48f6-a794-de56d728171b.jpg,Amane Fujimiya’s neighbor in the apartment he lives in is the school’s number one lovable angel: Excellent and with a level of beauty that can only be described as angelic – Mahiru Shiina. Amane  an ordinary student who doesn’t stand out  is her neighbour  but until now  they didn’t interact with each other. After meeting the soggy angel in the rain:       “I’m returning what I borrowed. By the way  clean up your room. It’s filthy.”    “None of your business.”       A relationship with a slightly sharp-tongued angel begins  starting with handing over an umbrella. From catching a cold and having someone take care of you  to making a meal for someone because they neglected their health  to joint work (cleaning rooms)…'      This is a short comic intended to only introduce the light novel. The serialization of the actual manga will be done by 三描子 and 優木すず.
